filename,text
sample-154.wav,he really was a king a wise king
sample-155.wav,a line of flame high can be seen in the atmosphere
sample-156.wav,he needs three days answered the alchemist
sample-157.wav,the crowd swayed a little as i elbowed my way through
sample-158.wav,it was the first time either had touched the other
sample-159.wav,i'm leaving right now
sample-160.wav,then connect to localhost within windows
sample-161.wav,and he wasn't faring much better
sample-162.wav,the boy closed his book
sample-163.wav,i don't understand what you're talking about the desert said
sample-164.wav,the chair lift took them up the mountain
sample-165.wav,somebody had returned my lost credit card to the bank
sample-166.wav,besides that there was a heap of bicycles
sample-167.wav,that doesn't say much for mine
sample-168.wav,don't give in to your fears said the alchemist in a strangely gentle voice
sample-169.wav,just handling them made him feel better
sample-170.wav,how am i going to live until the bank opens
sample-171.wav,liz put the flowers into a mirrored vase
sample-172.wav,he prepared himself a sandwich and drank some hot tea from a crystal glass
sample-173.wav,promise you'll never lie the way snoopy did
sample-174.wav,there is no wine in this country the young man said
sample-175.wav,a line of flame high can be seen in the atmosphere
sample-176.wav,then she took both of his hands in hers and began quietly to pray
sample-177.wav,you'd think i was on the witness stand
sample-178.wav,the emerald tablet is a direct passage to the soul of the world
sample-179.wav,i've already told you
sample-180.wav,this is for you
sample-181.wav,my tax dollars pay for those public school proms
sample-182.wav,just give me a few hours before you make any decisions
sample-183.wav,and the girl pointed to the south indicating that it was there the strange man lived
sample-184.wav,in one he had read that many years ago a famous arabian alchemist had visited europe
sample-185.wav,one is loved because one is loved
sample-186.wav,they mounted their horses
sample-187.wav,even then he hardly understood what this meant
sample-188.wav,i'd hate to have that many pins stuck in me
sample-189.wav,i met a man with sharp nails
sample-190.wav,only the lights in the great tent remained
sample-191.wav,apparently it's the dumplings that make this stew taste so good
sample-192.wav,when she saw the unknown object bobbing up and down the edge she was absolutely horrified
sample-193.wav,i have known true alchemists the alchemist continued
sample-194.wav,he really was a king a wise king
sample-195.wav,what are these things he asked
sample-196.wav,i pointed out mars a bright dot of light
sample-197.wav,i never saw it before
sample-198.wav,i'm proud of it
sample-199.wav,the boy was embarrassed and confessed that he had observed nothing
sample-2.wav,the thought was so dreadful to him that he forgot about the heat and went forward
sample-201.wav,he left without saying goodbye to the crystal merchant
sample-202.wav,a boy came running towards me
sample-203.wav,a fine bunch of reporters
sample-204.wav,the boy was startled
sample-205.wav,some of those who saw its flight say it travelled with a hissing sound
sample-206.wav,everyone on earth has a treasure that awaits him his heart said
sample-207.wav,it's a code said the boy a bit disappointed
sample-208.wav,what about this job
sample-209.wav,what is an alchemist he asked finally
sample-210.wav,and their eyes spoke of death
sample-211.wav,the alchemist is two hundred years old the englishman had told him
sample-212.wav,he recited an our father silently
sample-213.wav,i'm going to find kyle's mother
sample-214.wav,i would have won the junior olympics if not for those medaling kids
sample-215.wav,his hands began to tremble and the woman sensed it
sample-216.wav,give it to me
sample-217.wav,in spite of this i still believed that there were men in mars
sample-218.wav,the sunset faded into twilight before anything else happened
sample-219.wav,the boy began to dig into the dune
sample-220.wav,this is what was written on the emerald tablet said the alchemist when he had finished
sample-221.wav,sadly my dream of becoming a squirrel whisperer may never happen
sample-222.wav,an army is coming the boy said
sample-223.wav,i noticed that the boy answered
sample-224.wav,the boy was getting irritated
sample-225.wav,you will never be able to escape from your heart
sample-226.wav,the first day passed
sample-227.wav,at most they thought that another meteorite had descended
sample-228.wav,i don't know what she's talking about
sample-229.wav,it seemed such a little thing so bright and small and still
sample-230.wav,but his heart was speaking of other things
sample-231.wav,what if you can't stand him
sample-232.wav,they were strange books
sample-233.wav,brent's opening attack on the governor
sample-234.wav,i've actually fallen in love with him
sample-235.wav,did you actually give tamara that gun
sample-236.wav,i'm smoking too much
sample-237.wav,i know you're unhappy
sample-238.wav,others stumbled upon the stone by accident
sample-239.wav,it was such a gradual movement that he found it only by noticing the dots
sample-240.wav,the englishman said nothing
sample-241.wav,because we're the people and we're tough
sample-242.wav,and he knew what was the fair price for every one of his animals
sample-243.wav,he heard a muffled grating sound and saw the black mark jerk forward an inch or so
sample-244.wav,jupiter has a great red spot
sample-245.wav,then you taught me something of the universal language and the soul of the world
sample-246.wav,i haven't any watch
sample-247.wav,you mean you and me
sample-248.wav,then where is your gun
sample-249.wav,and one can always come back
sample-250.wav,this biscuit is yummy
sample-251.wav,henderson stood up with a spade in his hand
sample-252.wav,the heat lasted until nightfall and all that time he had to carry his jacket
sample-253.wav,many telescopes were pointed at it
sample-254.wav,those are the rules of war the leader explained
sample-255.wav,if you start your emails with greetings let me be the first to welcome you to earth
sample-256.wav,the boy was shocked
sample-257.wav,i have already described the appearance of that colossal bulk which was embedded in the ground
sample-258.wav,the night was warm and i was thirsty
sample-259.wav,calibration complete
sample-260.wav,she refilled her vessel and left
sample-261.wav,that brings you good luck for ten years
sample-262.wav,the boy remembered an old proverb from his country
sample-263.wav,you can hear out of it
sample-264.wav,no matter what happens it's a nice vote of confidence you're getting from your boss
sample-265.wav,the level ground was blackened as far as one could see and it was still giving off smoke
sample-266.wav,it was a pleasant change from talking to his sheep
sample-267.wav,when the sun sets the men will once again surrender their arms to me
sample-268.wav,he hoped that it would be someone as capable as his previous apprentice
sample-269.wav,i would have won the junior olympics if not for those medaling kids
sample-270.wav,the boy remembered an old proverb from his country
sample-271.wav,raisins are delicious
sample-272.wav,finally after hours of waiting the guard bade the boy enter
sample-273.wav,i need you to be spontaneous he asked me out to din din
sample-274.wav,although everything should be under the state's control there is a lot of violence in prisons
sample-275.wav,hunches his mother used to call them
sample-276.wav,he was planning as he left the bar
sample-277.wav,i get thirty dollars a week
sample-278.wav,did she discuss it with you
sample-279.wav,the cottage burned down
sample-280.wav,i am here the boy said
sample-281.wav,and the sand and gravel had been flung violently in every direction
sample-282.wav,i was impatient to see it opened
sample-283.wav,the path through the forest was unlit and scary
sample-284.wav,the heather was on fire and you could see a thin blue smoke rising up slowly
sample-285.wav,no one seemed to have thought about it that night
sample-286.wav,the man was speaking the language of alchemy
sample-287.wav,he suggested that the boy look around the palace and return in two hours
sample-288.wav,a drought hit western europe
sample-289.wav,i found a little crowd of about twenty people surrounding the huge hole
sample-290.wav,the war continued and at times the wind carried the sweet sickly smell of blood
sample-291.wav,i say we don't go out any more
sample-292.wav,the end of the cylinder was still as ogilvy and henderson had left it
sample-293.wav,they're only made of rock crystal and there are millions of rock crystals in the earth
sample-294.wav,he was able to get on his knees but he quickly slipped back
sample-295.wav,ten years at the university and here i am in a corral
sample-296.wav,the time must have been somewhere around six o'clock
sample-297.wav,from then on he would make his own decisions
sample-298.wav,the scabbard was embossed in silver and the handle was black and encrusted with precious stones
sample-299.wav,a touch of colic
sample-3.wav,strange images passed through my mind
sample-301.wav,i should thank you
sample-302.wav,i was wondering if you would work on this project with me because i cant find anyone else
sample-303.wav,that night he told all of this to the alchemist
sample-304.wav,the stranger placed his sword in its scabbard and the boy relaxed
sample-305.wav,another who was searching the boy's bags found the piece of gold
sample-306.wav,they said nothing else
sample-307.wav,but she said nothing
sample-308.wav,i heard a peculiar humming sound from the pit
sample-309.wav,and i told harry i thought i'd be bored to death
sample-310.wav,and i still claim i was right the night i proposed
sample-311.wav,he did find it soon after dawn and not far from the sand pits
sample-312.wav,i had never heard of alchemists before the boy said
sample-313.wav,a large piece suddenly came off and fell with a loud and sharp noise
sample-314.wav,this is what was written on the emerald tablet said the alchemist when he had finished
sample-315.wav,henderson was taking it in
sample-316.wav,he got up early with the idea of finding it
sample-317.wav,the giraffe had become fearful
sample-318.wav,it's still sopping wet
sample-319.wav,and also by unhappiness envy and jealousy
sample-320.wav,one can imagine these two covered with sand running up the little street in the bright sunlight
sample-321.wav,some went away while i was there and other people came
sample-322.wav,with a bag of marshmallows
sample-323.wav,if you pay attention to the present you can improve upon it
sample-324.wav,i want those stamps
sample-325.wav,maybe because that wasn't really his dream
sample-326.wav,it was shredded like lace after an attack from hyperactive kittens
sample-327.wav,all that time the martians must have been getting ready
sample-328.wav,now the moon's out
sample-329.wav,few people realise the immensity of vacancy
sample-330.wav,but i'll make you and maria a business proposition
sample-331.wav,i got it all ready
sample-332.wav,i wanted them to be a part of your inheritance
sample-333.wav,the city was still sleeping
sample-334.wav,it was rising slowly and painfully out of the cylinder
sample-335.wav,in spite of this i still believed that there were men in mars
sample-336.wav,but before i go i want to tell you a little story
sample-337.wav,i didn't find the blowdryer so i just used the vacuumcleaner
sample-338.wav,i won't shut up
sample-339.wav,and i'm certain you'll find it the alchemist said
sample-340.wav,i could die happily and that made me feel good
sample-341.wav,that sobered him a little
sample-342.wav,and there were dunes rocks and plants that insisted on living where survival seemed impossible
sample-343.wav,it was as if the world had fallen silent because the boy's soul had
sample-344.wav,they're not my sheep anymore he said to himself without nostalgia
sample-345.wav,there was absolutely no reason for her to announce it to the entire company
sample-346.wav,she wasn't her type
sample-347.wav,the boy looked around for the ovens and other apparatus used in alchemy but saw none
sample-348.wav,but why do you want a divorce
sample-349.wav,there was no need to imprison them the arabs simply confiscated their horses
sample-350.wav,can you hear me
sample-351.wav,yes that's what love is
sample-352.wav,that night there was another jetting out of gas from the distant planet
sample-353.wav,what do you make of him
sample-354.wav,they placed the symbols of the pilgrimage on the doors of their houses
sample-355.wav,now i too will be one of the women who wait
sample-356.wav,before the sun had reached its high point five hundred tribesmen appeared on the horizon
sample-357.wav,others stumbled upon the stone by accident
sample-358.wav,what's all this mess
sample-359.wav,but now i'm sad and alone
sample-360.wav,he asked it please never to stop speaking to him
sample-361.wav,when you are loved you can do anything in creation
sample-362.wav,the guitar broke and she couldn't play anymore
sample-363.wav,who do you feel is responsible for that
sample-364.wav,do you have any secret hiding place here in the house
sample-365.wav,they were on the right track
sample-366.wav,i was scared but wasted no time in going out and crossing the bridge to the sand pits
sample-367.wav,i'm crazy about adrian
sample-368.wav,he was sure the girl would never understand
sample-369.wav,henderson went into the railway station to telegraph the news to london
sample-370.wav,the thought was so dreadful to him that he forgot about the heat and went forward
sample-371.wav,the alchemist dismounted slowly and the boy did the same
sample-372.wav,he started to read the book he had bought
sample-373.wav,the top had certainly ceased to rotate
sample-374.wav,one key is for encryption the other one for decryption
sample-375.wav,he came to understand its dodges and tricks and to accept it as it was
sample-376.wav,maybe she didn't even remember him
sample-377.wav,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing
sample-378.wav,better get a pencil out and write it down
sample-379.wav,visiting a university offers great chances for your career
sample-380.wav,there were lights in the upper windows of the houses when the people went to bed
sample-381.wav,this is for you he said holding one of the parts out to the monk
sample-382.wav,his seat was unstable
sample-383.wav,the top of the cylinder was rotating on its body
sample-384.wav,then he dropped his spade picked up his jacket and came out into the road
sample-385.wav,i don't know what she's talking about
sample-386.wav,i shall make us some ice cubes
sample-387.wav,how does slacker robbie feel about that
sample-388.wav,the war is going to end someday the girl said
sample-389.wav,i had a momentary impulse to go back and help him but i was too scared to do anything
sample-390.wav,strange images passed through my mind
sample-391.wav,is winged victory showing anywhere in one minute
sample-392.wav,and ask for a glass of wine for me
sample-393.wav,i don't think i follow you
sample-394.wav,and the girl pointed to the south indicating that it was there the strange man lived
sample-395.wav,can i help you asked the man behind the window
sample-396.wav,something terribly important's happened
sample-397.wav,everyone when they are young knows what their destiny is
sample-398.wav,where was his horse
sample-399.wav,you know where i can get it
sample-4.wav,you're sure you don't mind
sample-401.wav,it is the most valuable stamp in the world
sample-402.wav,and one or two persons were returning
sample-403.wav,everyone on earth has a treasure that awaits him his heart said
sample-404.wav,he needed someone to talk to so as to avoid thinking about the possibility of war
sample-405.wav,then the thing came upon him in a flash
sample-406.wav,it was the pure language of the world
sample-407.wav,he knew how to shear them and how to slaughter them
sample-408.wav,he decided to spend the night there
sample-409.wav,the boy was shocked
sample-410.wav,the boy was getting irritated
sample-411.wav,whenever he saw the sea or a fire he fell silent impressed by their elemental force
sample-412.wav,the boy waited and then interrupted the old man just as he himself had been interrupted
sample-413.wav,the loafers and golf caddies were used to hanging out near the railway station
sample-414.wav,i myself heard nothing of that
sample-415.wav,and the sand and gravel had been flung violently in every direction
sample-416.wav,and he wasn't faring much better
sample-417.wav,now i'm beginning what i could have started ten years ago
sample-418.wav,when the simum ceased to blow everyone looked to the place where the boy had been
sample-419.wav,the heat lasted until nightfall and all that time he had to carry his jacket
sample-420.wav,in spite of this i still believed that there were men in mars
sample-421.wav,it seemed as if what the old king had called beginner's luck were no longer functioning
sample-422.wav,down below in the darkness were hundreds of people sleeping in peace
sample-423.wav,and to do that you need money
sample-424.wav,you should see his fan mail
sample-425.wav,a drought hit western europe
sample-426.wav,i get more of a kick out of it that way
sample-427.wav,that's all you are
sample-428.wav,do you want to go to work for me the merchant asked
sample-429.wav,everyone should have health insurance
sample-430.wav,we're just slowly plodding through some user interviews at the moment
sample-431.wav,nearby was the englishman reading a book
sample-432.wav,i won a flower
sample-433.wav,where do you live
sample-434.wav,my review of the sun one star
sample-435.wav,it was seen early in the morning rushing over eastward
sample-436.wav,looking around he sought his sheep and then realized that he was in a new world
sample-437.wav,i want to see the chieftains
sample-438.wav,i could have helped her
sample-439.wav,air was either entering or escaping at the rim with a thin sizzling sound
sample-440.wav,the boy went to look for the englishman
sample-441.wav,it was the old man who spoke first
sample-442.wav,i'm not going to charge you anything now she said
sample-443.wav,people say strange things the boy thought
sample-444.wav,what had been next to him five minutes ago was now at the other side
sample-445.wav,there was very little talking
sample-446.wav,and in that way the months passed
sample-447.wav,to nourish the falcon
sample-448.wav,this was the strangest of all things that ever came to earth from outer space
sample-449.wav,it's awfully clear now
sample-450.wav,i have watched the caravan as it crossed the desert he said
sample-451.wav,this is keith miller
sample-452.wav,the war is going to end someday the girl said
sample-453.wav,the sheep had taught him that
sample-454.wav,what's your name he asked
sample-455.wav,the pink love heart keyring glowed
sample-456.wav,they set off running wildly into the trees
sample-457.wav,he was twenty minutes from his tent and began to make his way there
sample-458.wav,it looked like a rusty gas float
sample-459.wav,it was however still so hot from its flight through the air
sample-460.wav,can i get a woot woot
sample-461.wav,there was a small building there with a window at which people bought tickets to africa
sample-462.wav,one night the father had a dream
sample-463.wav,the boy picked up his pouch and put it with his other things
sample-464.wav,the day was dawning and the shepherd urged his sheep in the direction of the sun
sample-465.wav,i should have been there
sample-466.wav,don't ask me why i don't know why
sample-467.wav,this is the first phase of the job he said
sample-468.wav,since then i haven't been able to get another one
sample-469.wav,this is a very interesting situation
sample-470.wav,you certainly delivered the goods
sample-471.wav,this is christmas eve
sample-472.wav,it was the levanter the wind that came from africa
sample-473.wav,how did you find out
sample-474.wav,the alchemist lighted the fire and soon a delicious aroma filled the tent
sample-475.wav,they ate in silence
sample-476.wav,i thought about whether we should find coins and models in it and so on
sample-477.wav,they returned to the gates of the monastery
sample-478.wav,the old man was probably a gypsy too
sample-479.wav,and it knew nothing about love
sample-480.wav,i'm going to them
sample-481.wav,he did find it soon after dawn and not far from the sand pits
sample-482.wav,their faces were hidden behind blue veils with only their eyes showing
sample-483.wav,so he asked if the old man's blessing was still with him
sample-484.wav,we'll have something to drink and eat these hawks
sample-485.wav,never stop dreaming the old king had said
sample-486.wav,he paused and his eyes were still unfriendly
sample-487.wav,until then he had considered the omens to be things of this world
sample-488.wav,few people realise the immensity of vacancy
sample-489.wav,and they had understood each other perfectly well
sample-490.wav,do you know that i threw it away
sample-491.wav,another trick the boy thought
sample-492.wav,you're playing with dynamite
sample-493.wav,then he realized that he had been distracted for a few moments looking at the sword
sample-494.wav,are you coming tomorrow
sample-495.wav,since the miner had sacrificed everything to his destiny the old man decided to become involved
sample-496.wav,i would have won the junior olympics if not for those medaling kids
sample-497.wav,i've got indigestion
sample-498.wav,he is going to transform himself into the wind just to demonstrate his powers
sample-499.wav,it's going to take a while the boy said
sample-5.wav,listen don't believe what he says
sample-501.wav,they spoke about mercury salt dragons and kings and he didn't understand any of it
sample-502.wav,and the sand and gravel had been flung violently in every direction
sample-503.wav,the boy reminded the old man that he had said something about hidden treasure
sample-504.wav,she used her microscope to inspect it
sample-505.wav,will you get close to him
sample-506.wav,are there any other questions
sample-507.wav,it was the most delicious wine he had ever tasted
sample-508.wav,did you get the mayor
sample-509.wav,they said nothing else
sample-510.wav,it was glaringly hot not a cloud in the sky nor a breath of wind
sample-511.wav,it's almost as if he had been here and left his mark he thought
sample-512.wav,why do you want to find that sort of person the arab asked
sample-513.wav,the stranger seemed satisfied with the answer
sample-514.wav,he'll be ready on time
sample-515.wav,i thought about whether we should find coins and models in it and so on
sample-516.wav,i want to tell you a story about dreams said the alchemist
sample-517.wav,except for the dream
sample-518.wav,i just don't trust anyone who says they've never had hamburger helper
sample-519.wav,during the third year the omens will continue to speak of your treasure and your destiny
sample-520.wav,i sold crystal and crossed the desert
sample-521.wav,looking down at the spoon he held the boy saw that the oil was gone
sample-522.wav,so you got married
sample-523.wav,i still have no idea how to turn myself into the wind the boy repeated
sample-524.wav,in any case it's good that you've learned that everything in life has its price
sample-525.wav,maybe because that wasn't really his dream
sample-526.wav,you should see the other guy specifically how good at fighting he is
sample-527.wav,the camel driver was seated at the base of a palm tree observing the sunset
sample-528.wav,he instead offers an alternate explanation that relates to site scalability issues
sample-529.wav,i found a little crowd of about twenty people surrounding the huge hole
sample-530.wav,my wife pointed out to me the brightness of the red green and yellow signal lights
sample-531.wav,she placed the glass carefully on the edge of the table
sample-532.wav,because you will never again be able to keep it quiet
sample-533.wav,i can send contextual information to it from other apps
sample-534.wav,everyone seemed very excited
sample-535.wav,why was it that he wanted the boy to serve as his instrument
sample-536.wav,she wasn't her type
sample-537.wav,i'll have it in a minute
sample-538.wav,they were looking only for gold his companion answered
sample-539.wav,you can hear out of it
sample-540.wav,but she said nothing
sample-541.wav,i think i found something
sample-542.wav,and then there were the others who were interested only in gold
sample-543.wav,may i go in and see him
sample-544.wav,it didn't even occur to the boy to flee
sample-545.wav,what do you mean by that
sample-546.wav,maybe that's why they came
sample-547.wav,i know that girl
sample-548.wav,i'd like to build a display case for the crystal the boy said to the merchant
sample-549.wav,it's a private club for only the most respectable people
sample-550.wav,we migrated our stuff from mac os to linux
sample-551.wav,too much food is being wasted
sample-552.wav,other servants maintained the fires in the hookahs
sample-553.wav,you got someplace to sleep
sample-554.wav,their faces were hidden behind blue veils with only their eyes showing
sample-555.wav,but that was simply because my eye was tired
sample-556.wav,but none of that is from the pyramids said the alchemist
sample-557.wav,that insane android continues to ignore me
sample-558.wav,but then he stopped
sample-559.wav,what is love the desert asked
sample-560.wav,better bring me a glass of milk
sample-561.wav,are you sure this is claire
sample-562.wav,they might even have become friends but the englishman closed off the conversation
sample-563.wav,some storms are worth the wreckage
sample-564.wav,she spoke swedish he spoke spanish
sample-565.wav,i pointed out mars a bright dot of light
sample-566.wav,do not do tomorrow what you could do today
sample-567.wav,so what do you want of me the sun asked
sample-568.wav,no one seemed to have thought about it that night
sample-569.wav,the boy spent a sleepless night
sample-570.wav,the top had certainly ceased to rotate
sample-571.wav,it's like the flight of those two hawks it can't be understood by reason alone
sample-572.wav,and so despite the fact that he was a roman centurion he converted to their faith
sample-573.wav,is this the ear you can't hear on
sample-574.wav,during one of these conversations the driver told of his own life
sample-575.wav,a line of flame high can be seen in the atmosphere
sample-576.wav,the first rule of don't fight club is let's talk about it
sample-577.wav,you'll live and you'll learn that a man shouldn't be so stupid
sample-578.wav,it was a mega monster made of metal
sample-579.wav,what have you got to report
sample-580.wav,from the railway station in the distance came the sound of trains ringing and rumbling
sample-581.wav,go and speak to the tribal chieftains said the camel driver
sample-582.wav,a lot of patience but shepherds know all about patience
sample-583.wav,it was better than the scent of the hookahs
sample-584.wav,i think they perceived that nothing was to be done at the moment
sample-585.wav,even if you cleaned my crystal for an entire year
sample-586.wav,before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war
sample-587.wav,he's doing it because it's what he wants to do
sample-588.wav,and one or two persons were returning
sample-589.wav,the only shadow was that of the few scattered pine trees
sample-590.wav,well then why did you let me do it the boy asked
sample-591.wav,maybe she didn't even remember him
sample-592.wav,he didn't want any conversation at this point
sample-593.wav,he had tried in vain to establish a relationship with an alchemist
sample-594.wav,first they tried to find him on their own
sample-595.wav,i locked eyes with a fish in the tank
sample-596.wav,how could you even think that
sample-597.wav,jackson was glad that he'd wore kevlar that morning
sample-598.wav,the alchemist erased the circle in the sand and the snake slithered away among the rocks
sample-599.wav,they had gone away to breakfast at henderson's house
sample-6.wav,the boy was startled
sample-601.wav,the camel driver though seemed not to be very concerned with the threat of war
sample-602.wav,maybe that's why they give up on it so early too
sample-603.wav,the end of the cylinder was still as ogilvy and henderson had left it
sample-604.wav,he took out his money and counted it
sample-605.wav,this is unfair
sample-606.wav,the relief on her face showed that she understood
sample-607.wav,i had the everyone has gary busey's teeth dream again
sample-608.wav,he had tried in vain to establish a relationship with an alchemist
sample-609.wav,but i'd like to see the castles in the towns where they live the boy explained
sample-610.wav,i knows i'm a luxury
